"Fleet.Number","Registration","Details","Product","Distance","Unit","Litres","MPG","Cost"
"0012","FL65FBA","Vauxhall CORSA  CDTI Car","Diesel",5107,"Miles",465.53,49.87,744.848
"0013","MJ16XMY","Vauxhall Mokka 4x4 Utility Vehicle","Diesel",5585,"Miles",723.6,35.09,1157.76
"0016","BP16MKK","Nissan Note Car","Diesel",1511,"Miles",118.67,57.88,189.872
"0017","YD16NAL","Peugeot car Car","Diesel",2578,"Miles",211.85,55.32,338.96
"0018","YD16NAK","Peugeot 308 Car Car","Diesel",8032,"Miles",751.46,48.59,1202.336
"0020","YH17VCF","Peugeot Expert Combi 9 seat MPV","Diesel",11590,"Miles",1445.74,36.44,2313.184
"0023","YE19FLS","Volkswagon Caddy Maxi Welfare","Diesel",21758,"Miles",2425.71,40.78,3881.136
"0024","YG69UKP","  Caddy Maxi Life Wav","Diesel",27529,"Miles",2681.68,46.67,4290.688
"0025","YG69UKR","  Caddy Maxi Life Van","Diesel",8958,"Miles",988.33,41.2,1581.328
"0026","YH69ZYT","Volkswagen  Caddy Maxi Life Van","Diesel",16795,"Miles",1903.47,40.11,3045.552
"0027","YL69KJN","  VW Caddy","Diesel",21185,"Miles",2126.35,45.29,3402.16
"0028","YL69KJV","  VW Caddy","Diesel",9771,"Miles",1201.09,36.98,1921.744
"0029","YL69KJO","  VW Caddy","Diesel",7684,"Miles",1067.24,32.73,1707.584
"0030","YL69KJU","  VW Caddy","Diesel",6993,"Miles",976.06,32.57,1561.696
"0031","YG20GRF","Volkswagen Caddy 7 seater","Diesel",13577,"Miles",1629.45,37.88,2607.12
"0032","YG20AHU","Volkswagen Caddy 7 seater","Diesel",5369,"Miles",767.88,31.79,1228.608
"0033","YG20GRU","Volkswagen Caddy 7 seater","Diesel",10975,"Miles",1369.02,36.44,2190.432
"0034","YG20GRK","Volkswagen Caddy 7 seater","Diesel",7708,"Miles",973.4,36,1557.44
"0035","YG20YGZ","Volkswagen Maxi Life Caddy","Diesel",17267,"Miles",2266.66,34.63,3626.656
"0036","YG20WFN","Volkswagen Maxi Life Caddy","Diesel",12631,"Miles",1595.29,35.99,2552.464
"0037","YH20JYF","Volkswagen Maxi Life Caddy","Diesel",6599,"Miles",824.62,36.38,1319.392
"0038","YG20WFT","Volkswagen Maxi Life Caddy","Diesel",9477,"Miles",1425.06,30.23,2280.096
"0039","YG20WFR","Volkswagen Maxi Life Caddy","Diesel",19347,"Miles",2179.62,40.35,3487.392
"0040","YG20YHC","Volkswagen Maxi Life Caddy","Diesel",4065,"Miles",698.82,26.44,1118.112
"0041","YH20JYE","Volkswagen Caddy 7 seater","Diesel",14539,"Miles",1876.65,35.22,3002.64
"0042","YG20WFM","Volkswagen Maxi Life Caddy","Diesel",16952,"Miles",1949.16,39.54,3118.656
"0043","YH20OBP","Volkswagen Maxi Life Caddy","Diesel",13921,"Miles",1706.07,37.09,2729.712
"0044","YC20LKE","Volkwagon Caddy Life MPV","Diesel",20968,"Miles",2192.07,43.49,3507.312
"0045","YH20OEN","Volkswagen Maxi Life Caddy","Diesel",18715,"Miles",2663.48,31.94,4261.568
"0046","YC20BPZ","Volkswagon Caddy MPV Van Small","Diesel",15260,"Miles",1937.97,35.8,3100.752
"0047","YH20MVY","Volkswagen Caddy ","Diesel",8445,"Miles",1115.04,34.43,1784.064
"0048","YC20LKL","Volkwagon Caddy Life MPV","Diesel",8323,"Miles",1178.85,32.1,1886.16
"0049","YC20LKG","Volkswagon Caddy life MPV","Diesel",8524,"Miles",920.35,42.1,1472.56
"0050","YH20UTZ","Volkswagon Caddy WAV Van Small","Diesel",14782,"Miles",1827.83,36.77,2924.528
"0051","YC20LKJ","Volkswagon Caddy life MPV","Diesel",5977,"Miles",784.1,34.65,1254.56
"0052","YC20LKK","Volkswagon Caddy Life MPV","Diesel",16371,"Miles",1895.96,39.25,3033.536
"0053","YC20LKF","Volkswagon Caddy Life MPV","Diesel",12504,"Miles",1554.53,36.57,2487.248
"0058","YH69KWL","Volkswagen  Caddy Maxi Life Van","Diesel",4863,"Miles",584.49,37.82,935.184
"0071","YJ20CZT","  Custom WAV","Diesel",2539,"Miles",255.21,45.23,408.336
"0086","YP59ZSK","Ford Mondeo car Car","Diesel",16678,"Miles",1810.55,41.88,2896.88
"0099","YG63ETR","Peugeot  7 Seater","Diesel",10826,"Miles",1360.18,36.18,2176.288
"0106","YF13TLN","Ford Fiesta 1.4 TDi Van Car Derived Van","Diesel",1759,"Miles",155.6,51.39,248.96
"0107","YB13YCG","Ford Fiesta 1.4 TDi Van Car Derived Van","Diesel",5334,"Miles",528.67,45.87,845.872
"0108","FP15SRO","Vauxhall Corsa Small Van","Diesel",13909,"Miles",988.7,63.95,1581.92
"0109","FP15STZ","Vauxhall Corsa Small Van","Diesel",3447,"Miles",331.22,47.31,529.952
"0110","FP15PUO","Vauxhall Corsa Small Van","Diesel",741,"Miles",97.7,34.48,156.32
"0111","FP15SMV","Vauxhall  Corsa Small Van","Diesel",3880,"Miles",351.35,50.2,562.16
"0112","FP15SOA","Vauxhall  Corsa Small Van","Diesel",1959,"Miles",264.11,33.72,422.576
"0113","FP15RKK","Vauxhall Corsa Small Van","Diesel",12304,"Miles",952.1,58.75,1523.36
"0115","FP15RPO","Vauxhall Corsa Small Van","Diesel",3629,"Miles",318.02,51.88,508.832
"0116","FP15PWF","Vauxhall Corsa Small Van","Diesel",15701,"Miles",1194.45,59.76,1911.12
"0119","FP15SVA","Vauxhall Corsa Small Van","Diesel",3071,"Miles",308.2,45.3,493.12
"0120","FP15PVA","Vauxhall  Corsa Small Van","Diesel",7436,"Miles",673.1,50.22,1076.96
"0121","FP15SJX","Vauxhall Corsa Small Van","Diesel",1261,"Kilometres",101.82,35,162.912
"0122","FP15RSX","Vauxhall Corsa Small Van","Diesel",5966,"Miles",497.55,54.51,796.08
"0123","FP15SJU","Vauxhall  Corsa Small Van","Diesel",1869,"Miles",171.75,49.47,274.8
"0125","FP15SBO","Vauxhall Corsa Small Van","Diesel",3901,"Miles",358.72,49.44,573.952
"0201","YJ16CVB","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",13264,"Miles",2944.01,20.48,4710.416
"0202","YJ16CVA","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",5908,"Miles",1720,15.62,2752
"0203","YJ16CVX","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",14711,"Miles",3376.62,19.81,5402.592
"0204","YJ16CVR","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",12082,"Miles",3207.35,17.13,5131.76
"0205","YJ16CVS","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",17259,"Miles",3678.83,21.33,5886.128
"0206","YJ16CVT","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",16437,"Miles",3843.45,19.44,6149.52
"0207","YJ16CRZ","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",10808,"Miles",3632.24,13.53,5811.584
"0208","YJ16CRX","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",6173,"Miles",1502.38,18.68,2403.808
"0209","YJ16 CRV","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",8087,"Miles",1715.11,21.44,2744.176
"0210","YJ16CUO","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",19329,"Miles",3986.58,22.04,6378.528
"0211","YJ16CUC","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",7607,"Miles",1965.72,17.59,3145.152
"0212","YJ16CVF","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",9804,"Miles",2590.56,17.2,4144.896
"0213","YJ16CPY","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",12485,"Miles",3153.28,18,5045.248
"0214","YJ16CPX","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",13748,"Miles",3588.79,17.42,5742.064
"0215","YJ16CPZ","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",6394,"Miles",1580.95,18.39,2529.52
"0216","YJ16CPU","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",9603,"Miles",2245.99,19.44,3593.584
"0217","YJ16CPN","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",11870,"Miles",2821.1,19.13,4513.76
"0218","YJ16CSZ","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",18427,"Miles",4066.89,20.6,6507.024
"0219","YJ16CRF","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",16275,"Miles",4241.64,17.44,6786.624
"0220","YJ16CSY","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",11239,"Miles",2750.91,18.57,4401.456
"0222","YJ16CTV","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",14635,"Miles",3276.19,20.31,5241.904
"0223","YJ16CSU","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",20263,"Miles",4394.48,20.96,7031.168
"0224","YJ16CSV","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",17045,"Miles",3513.28,22.06,5621.248
"0225","YJ16CUV","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",13635,"Miles",3806.15,16.29,6089.84
"0226","YJ16CSF","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",14229,"Miles",3498.2,18.49,5597.12
"0227","YJ16CSX","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",16423,"Miles",3326.28,22.45,5322.048
"0228","YJ16CPO","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",10694,"Miles",2914.84,16.68,4663.744
"0229","YJ16CRK","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",1994,"Miles",510.56,17.75,816.896
"0230","YJ66EAF","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",17183,"Miles",3672.49,21.27,5875.984
"0231","YJ66EAA","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",9527,"Miles",2215.19,19.55,3544.304
"0232","YJ66EAE","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",4565,"Miles",1081.02,19.2,1729.632
"0233","YJ66EAC","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",10014,"Miles",2405,18.93,3848
"0234","YJ66EAG","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",10974,"Miles",2641.63,18.89,4226.608
"0235","YJ66EAM","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",8875,"Miles",1838.2,21.95,2941.12
"0236","YJ66EAO","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",13250,"Miles",2975.98,20.24,4761.568
"0237","YJ66EAP","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",10486,"Miles",2343.72,20.34,3749.952
"0238","YJ66EAK","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",14972,"Miles",3617.47,18.82,5787.952
"0239","YJ66EBF","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",13623,"Miles",2933.87,21.11,4694.192
"0240","YJ66EBL","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",8325,"Miles",1770.23,21.38,2832.368
"0241","YJ66EBK","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",12638,"Miles",2970.33,19.34,4752.528
"0242","YJ66EBG","Volkswagen CR50 Welfare Treka Welfare Bus","Diesel",23804,"Miles",5557.72,19.47,8892.352
"0243","YJ19BYX","  Welfare Bus","Diesel",12612,"Miles",3006.06,19.07,4809.696
"0244","YJ19BYY","  Welfare Bus","Diesel",12976,"Miles",3372.7,17.49,5396.32
"0245","YJ19BYZ","  Welfare Bus","Diesel",14071,"Miles",3044.89,21.01,4871.824
"0246","YJ19BZA","Volkswagon Crafter Welfare","Diesel",23024,"Miles",5189.98,20.17,8303.968
"0247","YJ19BZB","Volkswagon Crafter Welfare","Diesel",7465,"Miles",1942.47,17.47,3107.952
"0248","YJ19BZC","Volkswagon Crafter Welfare","Diesel",17021,"Miles",3912.73,19.78,6260.368
"0249","YJ69 BYV","Volkswagen Crafter Welfare","Diesel",12121,"Miles",3008.93,18.31,4814.288
"0250","YJ69BYX","Volkswagen Crafter Welfare","Diesel",7084,"Miles",1748.57,18.42,2797.712
"0251","YJ69BYZ","Volkswagen Crafter Welfare","Diesel",16715,"Miles",3521.23,21.58,5633.968
"0252","YJ69BYW","  Welfare Bus","Diesel",10141,"Miles",2504.65,18.41,4007.44
"0253","YJ69BYY","Volkswagen Crafter Welfare Bus","Diesel",11337,"Miles",2770.8,18.6,4433.28
"0254","YJ69BZA","Volkswagen Crafter Welfare Bus","Diesel",19682,"Miles",4209.37,21.26,6734.992
"0255","YJ69BZC","  Minibus","Diesel",13711,"Miles",2933.61,21.25,4693.776
"0256","YJ69BZB","  Welfare Bus","Diesel",11157,"Miles",2900.16,17.49,4640.256
"0257","YJ69BYS","  Minibus","Diesel",14106,"Miles",3553.6,18.05,5685.76
"0258","YJ69BYR","  Welfare Bus","Diesel",5024,"Miles",1382.99,16.51,2212.784
"0259","YJ69BYP","  Minibus","Diesel",12469,"Miles",2840.98,19.95,4545.568
"0260","YJ69BYO","  Minibus","Diesel",14399,"Miles",3136.51,20.87,5018.416
"0261","YJ69BYN","  Welfare Bus","Diesel",15885,"Miles",2477.35,29.15,3963.76
"0262","YJ69BYM","  Welfare Bus","Diesel",10636,"Miles",2695.18,17.94,4312.288
"0263","YJ69BYL","  Minibus","Diesel",13619,"Miles",2870.86,21.57,4593.376
"0264","YJ69BYK","  Minibus","Diesel",16222,"Miles",3585.19,20.57,5736.304
"0265","YJ69BZE","  Welfare Bus","Diesel",13247,"Miles",2710.09,22.22,4336.144
"0266","YJ69BZD","  Minibus","Diesel",20739,"Miles",4141.28,22.77,6626.048
"0267","YJ69BVT","  Minibus","Diesel",17109,"Miles",4029.94,19.3,6447.904
"0268","YJ69BVW","  Minibus","Diesel",9984,"Miles",2511.58,18.07,4018.528
"0269","YJ69BVX","  Welfare Bus","Diesel",9853,"Miles",2496.94,17.94,3995.104
"0270","YJ69BYF","  Welfare Bus","Diesel",18782,"Miles",4116.8,20.74,6586.88
"0271","YJ69BYG","  Minibus","Diesel",5478,"Miles",1588.9,15.67,2542.24
"0272","YJ69BYH","  Minibus","Diesel",9539,"Miles",2259.2,19.19,3614.72
"0273","YJ69BVO","  Minibus","Diesel",11051,"Miles",2738.12,18.35,4380.992
"0274","YJ69BVP","  Welfare Bus","Diesel",11381,"Miles",2594.55,19.94,4151.28
"0275","YJ69BVR","  Minibus","Diesel",13464,"Miles",2937.26,20.84,4699.616
"0276","YJ69BVS","  Welfare Bus","Diesel",14138,"Miles",3183.58,20.19,5093.728
"0277","YJ69BYC","  Welfare Bus","Diesel",11101,"Miles",2759.85,18.29,4415.76
"0278","YJ69BYB","  Welfare Bus","Diesel",6189,"Miles",1818.24,15.47,2909.184
"0279","YJ69BYU","  Welfare Bus","Diesel",12616,"Miles",3049.73,18.81,4879.568
"0280","YJ69BXX","  Welfare Bus","Diesel",13494,"Miles",3303.41,18.57,5285.456
"0281","YJ69BVU","  Welfare Bus","Diesel",9728,"Miles",2417.13,18.3,3867.408
"0282","YJ69BVV","  Welfare Bus","Diesel",6873,"Miles",1813.69,17.23,2901.904
"0283","YJ69BVY","  Welfare Bus","Diesel",16219,"Miles",3470.12,21.25,5552.192
"0284","YJ69BWH","  Welfare Bus","Diesel",11608,"Miles",2730.1,19.33,4368.16
"0285","YJ69BWK","  Welfare Bus","Diesel",1970,"Miles",541.56,16.54,866.496
"0286","YJ69BYD","  Welfare Bus","Diesel",12792,"Miles",2923.64,19.89,4677.824
"0287","YJ69BXZ","  Welfare Bus","Diesel",9621,"Miles",2561.7,17.07,4098.72
"0287D","YG14LFZ","Volkswagen CR50 Welfare Mellor Welfare Bus","Diesel",8380,"Miles",1922.54,19.82,3076.064
"0294","YJ66EBM","Volkswagen CR50 Welfare Mellor Welfare Bus","Diesel",11313,"Miles",2607.09,19.73,4171.344
"0295","YJ66DSV","Volkswagen CR50 Welfare Mellor Welfare Bus","Diesel",13881,"Miles",3006.29,20.99,4810.064
"0296","YJ66EAW","Volkswagen CR50 Welfare Mellor Welfare Bus","Diesel",8917,"Miles",2011.23,20.16,3217.968
"0297","YJ66DSU","Volkswagen CR50 Welfare Mellor Welfare Bus","Diesel",18063,"Miles",3714.85,22.1,5943.76
"0368","YG59GBV","Ford Transit 17st Minibus Minibus to 17 Seats","Diesel",1786,"Miles",293.24,27.69,469.184
"0369","YB60HYK","Ford Transit 17st Minibus Minibus to 17 Seats","Diesel",1968,"Miles",259.89,34.43,415.824
"0376","YF65FKA","Ford Transit 14st minibus Minibus to 17 Seats","Diesel",5131,"Miles",848.11,27.5,1356.976
"0378","MW17UZU","Vauxhall Movano Bus Minibus to 17 Seats","Diesel",27910,"Kilometres",3142.34,25.09,5027.744
"0380","HX69CCZ","  Minibus","Diesel",339,"Miles",125.01,12.33,200.016
"0381","WA69BYN","  Minibus","Diesel",9693,"Miles",1441.36,30.57,2306.176
"0383","HX20BXS","Peugeot Boxer Welfare","Diesel",2520,"Miles",450.49,25.43,720.784
"0401","SF68LJL","Fiat Ducato Welfare","Diesel",15739,"Miles",3266.4,21.91,5226.24
"0402","SF68LJK","Fiat Ducato Welfare","Diesel",11510,"Miles",2415.82,21.66,3865.312
"0403","LX65AUM","Mercedes Sprinter Coachbuilt Coachbuilt Bus","Diesel",11806,"Miles",2813.66,19.08,4501.856
"0404","SF68LJJ","Fiat Ducato Welfare","Diesel",9241,"Miles",2095.9,20.04,3353.44
"0405","SF68LJC","Fiat Ducato Welfare","Diesel",12981,"Miles",2743.94,21.51,4390.304
"0406","SF68LJE","Fiat Ducato Welfare","Diesel",11526,"Miles",3369.5,15.55,5391.2
"0407","SF68LHZ","Fiat  Ducato Welfare","Diesel",14387,"Miles",3202.54,20.42,5124.064
"0408","SF68LHX","Fiat Ducato Welfare","Diesel",7517,"Miles",1750.97,19.52,2801.552
"0409","SF68LJA","Fiat Ducato welfare","Diesel",9604,"Miles",2068.48,21.11,3309.568
"0410","LX65AUN","Mercedes Sprinter Coachbuilt Coachbuilt Bus","Diesel",10829,"Miles",2608.08,18.88,4172.928
"0411","LX65AUH","Mercedes Sprinter Coachbuilt Coachbuilt Bus","Diesel",9953,"Miles",2530.7,17.88,4049.12
"0412","LX65AUJ","Mercedes Sprinter Coachbuilt Coachbuilt Bus","Diesel",8341,"Miles",2024.69,18.73,3239.504
"0413","LX65AUL","Mercedes Sprinter Coachbuilt Coachbuilt Bus","Diesel",12877,"Miles",3715.88,15.75,5945.408
"0414","LX65AUK","Mercedes Sprinter Coachbuilt Coachbuilt Bus","Diesel",11343,"Miles",2609.15,19.76,4174.64
"0415","LX65AUF","Mercedes Sprinter Coachbuilt Coachbuilt Bus","Diesel",9609,"Miles",2801.67,15.59,4482.672
"0416","LX65AUE","Mercedes Sprinter Coachbuilt Coachbuilt Bus","Diesel",9238,"Miles",2323.07,18.08,3716.912
"0417","LV16HLF","Mercedes Sprinter Coachbuilt Coachbuilt Bus","Diesel",9269,"Miles",2245.28,18.77,3592.448
"0418","LV16HLG","Mercedes Sprinter Coachbuilt Coachbuilt Bus","Diesel",9730,"Miles",2220.46,19.92,3552.736
"0419","LV16HLA","Mercedes Sprinter Coachbuilt Coachbuilt Bus","Diesel",11325,"Miles",2615.6,19.68,4184.96
"0420","LV16HLC","Mercedes Sprinter Coachbuilt Coachbuilt Bus","Diesel",14213,"Miles",3468.02,18.63,5548.832
"0421","LV16HLD","Mercedes Sprinter Coachbuilt Coachbuilt Bus","Diesel",8119,"Miles",2019.35,18.28,3230.96
"0422","LV16HLE","Mercedes Sprinter Coachbuilt Coachbuilt Bus","Diesel",19239,"Miles",4046.45,21.61,6474.32
"0423","LV16HLR","Mercedes Sprinter Coachbuilt Coachbuilt Bus","Diesel",5809,"Miles",1373.01,19.23,2196.816
"0424","SF68LHY","Fiat ducato Welfare","Diesel",17090,"Miles",3584.88,21.67,5735.808
"0425","SF68LHW","Fiat Ducato Welfare","Diesel",12208,"Miles",2703.68,20.53,4325.888
"0426","SF68LHT","Fiat Ducato Welfare","Diesel",11613,"Miles",2444.73,21.59,3911.568
"0427","SF68LHP","Fiat Ducato Welfare","Diesel",13077,"Miles",2644.38,22.48,4231.008
"0428","SF68LHU","Fiat Ducato Welfare","Diesel",9089,"Miles",2417.51,17.09,3868.016
"0429","SF68LHR","Fiat Ducato Welfare","Diesel",15672,"Miles",3228.45,22.07,5165.52
"0430","LX68BNA","Mercedes  Sprinter Welfare","Diesel",13260,"Miles",3320.56,18.15,5312.896
"0431","LX68BNB","Mercedes Sprinter Welfare","Diesel",9816,"Miles",2694.59,16.56,4311.344
"0432","LX68CZL","Mercedes Sprinter Welfareq","Diesel",17647,"Miles",4572.27,17.55,7315.632
"0433","LX19BCE","Mercedes Sprinter Welfare","Diesel",19420,"Miles",4430.12,19.93,7088.192
"0434","LX19AYJ","Mercedes Sprinter Welfare","Diesel",12161,"Miles",2866.07,19.29,4585.712
"0435","LX19BBN","  Coachbuilt Bus","Diesel",16220,"Miles",3888.45,18.96,6221.52
"0436","LX19AYO","Mercedes Sprinter Welfare","Diesel",10769,"Miles",3133.58,15.62,5013.728
"0437","LX19BBJ","Mercedes Sprinter Welfare","Diesel",19928,"Miles",5179.67,17.49,8287.472
"0438","LX19BAV","Mercedes Sprinter Welfare","Diesel",22006,"Miles",4922.16,20.32,7875.456
"0439","LX19AYH","Mercedes Sprinter Welfare","Diesel",15048,"Miles",3867.83,17.69,6188.528
"0440","LX19BBO","Mercedes Sprinter Welfare","Diesel",12205,"Miles",3378.91,16.42,5406.256
"0441","LX19BCU","Mercedes Sprinter Welfare","Diesel",19222,"Miles",4798.33,18.21,7677.328
"0446","LX66AHJ","Mercedes Sprinter Coachbuilt Coachbuilt Bus","Diesel",13744,"Miles",3130.52,19.96,5008.832
"0447","LX66 AFY","Mercedes Sprinter Coachbuilt Coachbuilt Bus","Diesel",12920,"Miles",3004.98,19.55,4807.968
"0448","LX66ALO","Mercedes Sprinter Coachbuilt Coachbuilt Bus","Diesel",12254,"Miles",3003.55,18.55,4805.68
"0449","LX66AMU","Mercedes Sprinter Coachbuilt Coachbuilt Bus","Diesel",12226,"Miles",2474.48,22.46,3959.168
"0450","LX66AJY","Mercedes Sprinter Coachbuilt Coachbuilt Bus","Diesel",6929,"Miles",1637.18,19.24,2619.488
"0451","LX66AHE","Mercedes Sprinter Coachbuilt Coachbuilt Bus","Diesel",15076,"Miles",3590.71,19.09,5745.136
"0452","SF68LHV","Fiat Ducato Welfare","Diesel",8647,"Miles",1938.69,20.28,3101.904
"0453","LX68BJO","Mercedes Sprinter Welfare","Diesel",27775,"Miles",6451.59,19.57,10322.544
"0454","LX68BTF","Mercedes Sprinter Welfare","Diesel",27023,"Miles",6228.62,19.72,9965.792
"0455","LX68BOU","  Welfare","Diesel",18924,"Miles",4354.95,19.75,6967.92
"0456","LX68BOV","Mercedes Sprinter Welfare","Diesel",18714,"Miles",4655.61,18.27,7448.976
"0457","LX68BPE","Mercedes Sprinter Welfare","Diesel",12742,"Miles",3217.67,18,5148.272
"0458","LX68BPF","Mercedes Sprinter Welfare","Diesel",12977,"Miles",3237.52,18.22,5180.032
"0459","LX68BNY","Mercedes Sprinter Welfare","Diesel",15375,"Miles",4148.8,16.85,6638.08
"0460","LX68BNL","Mercedes Sprinter Welfare","Diesel",16636,"Miles",3947.88,19.16,6316.608
